Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",left,"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Southwest)",FALSE,TRUE,8/30/2026 1:22:41,820,822,TRUE,flip+,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",right,"SlimeCorp Excavation Site (X-1, Y-1) - lor533",FALSE,FALSE,8/30/2026 1:32:27,820,823,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",left,"SlimeCorp Excavation Site (X-3, Y+0) - lor536",FALSE,TRUE,8/30/2026 2:15:01,820,828,TRUE,"Cog 1, Cog 2",,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",left,"SlimeCorp Excavation Site (X-3, Y+1) - lor535",FALSE,FALSE,8/30/2026 1:44:19,820,840,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",right,"SlimeCorp Excavation Site (X-1, Y+1) - lor584",FALSE,TRUE,8/30/2026 2:17:54,820,841,TRUE,Key West 1,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y-1) - lor172",right,"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (West)",FALSE,FALSE,8/30/2026 18:12:43,825,814,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y-1) - lor172",left,"SlimeCorp Excavation Site (X+2, Y-1) - lor1231",FALSE,TRUE,8/28/2026 21:08:25,825,824,TRUE,Lever East 1,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y-1) - lor1228",up,"SlimeCorp Excavation Site (X+5, Y-2) - lor1326",FALSE,TRUE,8/28/2026 22:21:39,826,816,TRUE,ufo,"bomb, off, dash",,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y-1) - lor1228",down,"SlimeCorp Excavation Site (X+5, Y+0) - lor339",TRUE,TRUE,8/29/2026 18:06:10,826,838,TRUE,ufo,"dash, ride",,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+0) - lor523",left,"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",FALSE,FALSE,8/29/2026 18:14:05,829,820,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+0) - lor523",down,"SlimeCorp Excavation Site (X-1, Y+1) - lor584",TRUE,TRUE,8/29/2026 18:17:46,829,841,TRUE,ride,ufo,dash,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",left,"SlimeCorp Excavation Site (X-1, Y+0) - lor523",FALSE,TRUE,8/29/2026 18:13:26,830,829,TRUE,Lever Main 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",down,"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Right)",FALSE,TRUE,8/30/2026 20:57:05,830,832,TRUE,Lever Main 4,dash,ride,ufo,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",down,"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southeast)",FALSE,TRUE,8/30/2026 20:58:41,830,833,TRUE,Lever Main 2,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",right,"SlimeCorp Excavation Site (X+2, Y+0) - lor158 (West)",FALSE,FALSE,8/27/2026 17:25:43,830,834,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",right,"SlimeCorp Excavation Site (X+2, Y+1) - lor213",FALSE,TRUE,8/27/2026 17:26:19,830,842,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",left,"SlimeCorp Excavation Site (X-3, Y+3) - lor618",FALSE,TRUE,8/30/2026 18:25:22,830,855,TRUE,ride,,,,,,,,,,,,,,,Possibly unnecessary
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Left)",down,"SlimeCorp Excavation Site (X+0, Y+3) - lor619",FALSE,FALSE,8/30/2026 20:57:44,831,856,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Left)",right,"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Right)",TRUE,TRUE,8/30/2026 20:57:47,831,832,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southeast)",down,"SlimeCorp Excavation Site (X+1, Y+3) - lor416",FALSE,FALSE,8/30/2026 20:55:22,833,857,TRUE,none,,,,,,,,,,,,,,,Connection is not 2-way because of combat
"SlimeCorp Excavation Site (X+2, Y+0) - lor158 (West)",right,"SlimeCorp Excavation Site (X+2, Y+0) - lor158 (East)",FALSE,TRUE,8/27/2026 17:31:10,834,835,TRUE,bomb,ride,dash,,,,,,,,,,,,,Wall-Ride and Wall-Dash requires going offscreen at the top. Wall-Dash position is a little tight
"SlimeCorp Excavation Site (X+2, Y+0) - lor158 (East)",right,"SlimeCorp Excavation Site (X+3, Y+0) - lor166",FALSE,FALSE,8/27/2026 17:31:55,835,836,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+0) - lor166",up,"SlimeCorp Excavation Site (X+3, Y-1) - lor172",FALSE,FALSE,8/28/2026 21:04:10,836,825,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+0) - lor166",right,"SlimeCorp Excavation Site (X+4, Y+0) - lor171",FALSE,FALSE,8/28/2026 21:04:59,836,837,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+0) - lor166",down,"SlimeCorp Excavation Site (X+3, Y+1) - lor173",FALSE,FALSE,8/28/2026 21:49:19,836,843,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+0) - lor171",up,"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (South Money Bag)",FALSE,TRUE,8/28/2026 21:22:46,837,815,TRUE,"dash, ride, hard","dash, ufo, hard",,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+0) - lor171",down,"SlimeCorp Excavation Site (X+4, Y+1) - lor180",FALSE,FALSE,8/28/2026 21:33:31,837,844,TRUE,none,,,,,,,,,,,,,,,Can jump around bomb blocks
"SlimeCorp Excavation Site (X+5, Y+0) - lor339",right,"SlimeCorp Excavation Site (X+6, Y-2) - lor1325",FALSE,TRUE,8/28/2026 22:36:34,838,817,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+1) - lor535",left,"SlimeCorp Excavation Site (X-4, Y-1) - lor1299",FALSE,TRUE,8/30/2026 2:13:54,840,818,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+1) - lor535",right,"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Southwest)",FALSE,TRUE,8/30/2026 2:13:54,840,822,TRUE,Lever West 3,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+1) - lor584",down,"SlimeCorp Excavation Site (X-1, Y+2) - lor585",TRUE,FALSE,8/30/2026 18:20:53,841,849,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+1) - lor213",up,"SlimeCorp Excavation Site (X+2, Y+0) - lor158 (East)",FALSE,TRUE,8/28/2026 21:46:53,842,835,TRUE,ufo,,,,,,,,,,,,,,,Wall-Ride already possible with route above
"SlimeCorp Excavation Site (X+2, Y+1) - lor213",down,"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (West)",FALSE,FALSE,8/28/2026 23:05:13,842,850,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+1) - lor173",left,"SlimeCorp Excavation Site (X+2, Y+1) - lor213",FALSE,TRUE,8/28/2026 21:54:41,843,842,TRUE,"Key East 1, Key East 2",,,,,,,,,,,,,,,"- Bomb not necessary because of access from north room.
- Destination is already reachable by wall-ride from main room"
"SlimeCorp Excavation Site (X+3, Y+1) - lor173",right,"SlimeCorp Excavation Site (X+4, Y+1) - lor180",FALSE,TRUE,8/28/2026 23:17:28,843,844,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+1) - lor180",right,"SlimeCorp Excavation Site (X+5, Y+1) - lor337",FALSE,TRUE,8/28/2026 23:17:08,844,845,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+1) - lor180",down,"SlimeCorp Excavation Site (X+4, Y+2) - yug8",FALSE,TRUE,8/29/2026 18:09:11,844,852,TRUE,ride,,,,,,,,,,,,,,,Can avoid combat by coming from other side w/ Wall-Ride
"SlimeCorp Excavation Site (X+5, Y+1) - lor337",up,"SlimeCorp Excavation Site (X+5, Y+0) - lor339",FALSE,TRUE,8/28/2026 22:31:51,845,838,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+2) - lor617",down,"SlimeCorp Excavation Site (X-3, Y+3) - lor618",TRUE,FALSE,8/30/2026 19:15:30,847,855,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+2) - lor586",left,"SlimeCorp Excavation Site (X-3, Y+2) - lor617",TRUE,FALSE,8/30/2026 18:27:34,848,847,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+2) - lor585",left,"SlimeCorp Excavation Site (X-2, Y+2) - lor586",TRUE,FALSE,8/30/2026 18:21:14,849,848,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (West)",right,"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (East)",TRUE,TRUE,8/28/2026 23:04:28,850,851,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (West)",down,"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)",FALSE,TRUE,8/30/2026 18:28:08,850,858,TRUE,ride,ufo,,,,,,,,,,,,,,"Opposite direction not needed, since you can go from Combat 2 room to main room and origin room"
"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (East)",right,"SlimeCorp Excavation Site (X+4, Y+2) - yug8",TRUE,FALSE,8/28/2026 23:04:28,851,852,TRUE,none,,,,,,,,,,,,,,,Maybe split this room West/East
"SlimeCorp Excavation Site (X+4, Y+2) - yug8",down,"SlimeCorp Excavation Site (X+4, Y+3) - lor256",FALSE,TRUE,8/28/2026 23:21:35,852,862,TRUE,Lever East 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+3) - lor618",left,"SlimeCorp Excavation Site (X-4, Y+2) - lor1296",FALSE,TRUE,8/30/2026 19:16:00,855,846,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+3) - lor618",right,"SlimeCorp Excavation Site (X+0, Y+3) - lor619",FALSE,FALSE,8/30/2026 20:20:12,855,856,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+3) - lor619",up,"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Left)",FALSE,TRUE,8/30/2026 21:01:11,856,831,TRUE,Combat 4,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+3) - lor619",left,"SlimeCorp Excavation Site (X-3, Y+3) - lor618",FALSE,TRUE,8/30/2026 20:27:31,856,855,TRUE,Combat 4,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+3) - lor619",down,"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Main)",FALSE,TRUE,8/30/2026 21:19:59,856,869,TRUE,Key West 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+3) - lor416",up,"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southeast)",FALSE,TRUE,8/30/2026 20:31:22,857,833,TRUE,Combat 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+3) - lor416",right,"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)",FALSE,TRUE,8/30/2026 20:30:51,857,858,TRUE,Combat 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)",left,"SlimeCorp Excavation Site (X+1, Y+3) - lor416",FALSE,FALSE,8/30/2026 20:30:51,858,857,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)",right,"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (East)",FALSE,TRUE,8/28/2026 23:51:16,858,859,TRUE,bomb,"ufo, ride","ride, hard",dash,,,,,,,,,,,,"- (dash) This requires being able to move the bomb but not grabbing it
- Possible with very difficult midair ufo"
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (East)",left,"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)",FALSE,TRUE,8/28/2026 23:47:43,859,858,TRUE,bomb,"ride, dash","ride, hard",ufo,,,,,,,,,,,,"- (ride) Normally this setup is difficult but the wall makes it easier
- (ufo) This requires being able to move the bomb but not grabbing it"
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (West)",left,"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (East)",TRUE,FALSE,8/28/2026 23:32:55,860,859,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (West)",down,"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (West)",TRUE,FALSE,8/28/2026 23:32:40,860,873,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (East)",left,"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (West)",TRUE,TRUE,8/28/2026 23:32:21,861,860,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (East)",down,"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (East)",TRUE,FALSE,8/28/2026 23:32:32,861,874,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+3) - lor256",left,"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (East)",TRUE,FALSE,8/28/2026 23:31:41,862,861,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (North)",down,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)",TRUE,TRUE,8/30/2026 21:40:18,865,866,TRUE,dash,ufo,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (North)",down,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Southeast)",TRUE,TRUE,8/30/2026 21:49:09,865,867,TRUE,dash,ufo,ride,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (North)",down,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Lever)",FALSE,TRUE,8/31/2026 0:34:24,865,868,TRUE,"hard, off",,,,,,,,,,,,,,,Offstring Throw goes offscreen
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)",right,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Southeast)",TRUE,TRUE,8/30/2026 21:58:44,866,867,TRUE,Lever South 2,,,,,,,,,,,,,,,"Normally this doesn't express the SE to S connection properly. But in all scenarios (ride + lever | ufo | dash) where this connection is possible, it's already in logic through N, or lever access is enough."
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)",down,"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (West)",TRUE,FALSE,8/30/2026 21:48:45,866,892,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)",left,"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (West)",TRUE,TRUE,8/30/2026 21:54:14,866,887,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)",right,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Lever)",FALSE,FALSE,9/4/2026 18:00:12,866,868,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Southeast)",left,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Lever)",FALSE,TRUE,9/4/2026 18:05:07,867,868,TRUE,ride,,,,,,,,,,,,,,,"Possible with ride or dash, but can go from North to South with that too"
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Main)",left,"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (North)",TRUE,FALSE,8/30/2026 21:15:12,869,865,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Main)",right,"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Southeast)",TRUE,TRUE,8/30/2026 21:15:21,869,870,TRUE,"Lever South 1, dash",ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Southeast)",down,"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (East)",TRUE,FALSE,8/30/2026 21:15:25,870,880,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",up,"SlimeCorp Excavation Site (X+1, Y+3) - lor416",FALSE,TRUE,8/31/2026 15:59:12,871,857,TRUE,Lever South 4,,,,,,,,,,,,,,,Canva missing rule (lever)
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",right,"SlimeCorp Excavation Site (X+2, Y+4) - lor770",FALSE,TRUE,8/31/2026 16:00:40,871,872,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",right,"SlimeCorp Excavation Site (X+2, Y+5) - lor769 (Main)",FALSE,TRUE,8/31/2026 16:09:11,871,881,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",left,"SlimeCorp Excavation Site (X+0, Y+6) - lor1079 (East Alcove)",FALSE,TRUE,8/31/2026 16:26:41,871,895,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",right,"SlimeCorp Excavation Site (X+2, Y+6) - lor768",FALSE,TRUE,8/31/2026 16:25:30,871,896,TRUE,Key South 2,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (West)",right,"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (East)",FALSE,TRUE,8/28/2026 23:38:21,873,874,TRUE,bomb,,,,,,,,,,,,,,,Canva missing bomb rule
"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (East)",left,"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (West)",FALSE,TRUE,8/31/2026 1:44:05,874,873,TRUE,"bomb, off","bomb, sleeper-drop",flip+,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+4) - lor1321",up,"SlimeCorp Excavation Site (X+5, Y+1) - lor337",TRUE,TRUE,8/31/2026 16:59:51,875,845,TRUE,ride,,,,,,,,,,,,,,,Not a checkpointable room
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (West)",right,"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (East)",FALSE,TRUE,8/31/2026 15:56:47,879,880,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (East)",right,"SlimeCorp Excavation Site (X+1, Y+4) - lor755",FALSE,FALSE,8/30/2026 21:17:25,880,871,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (East)",left,"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (West)",FALSE,TRUE,8/31/2026 15:57:31,880,879,TRUE,"dash, Combat 5","ride, Combat 5","ufo, Combat 5",,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+5) - lor769 (Main)",right,"SlimeCorp Excavation Site (X+2, Y+5) - lor769 (Key)",FALSE,TRUE,8/31/2026 16:10:07,881,882,TRUE,dash,ride,ufo,,,,,,,,,,,,,Rule is to bring key near key block in main room
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (East)",up,"SlimeCorp Excavation Site (X-5, Y+5) - lor1307 (Main)",FALSE,TRUE,8/31/2026 0:23:44,886,876,TRUE,"ride, dash",,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (East)",up,"SlimeCorp Excavation Site (X-5, Y+5) - lor1307 (Money Bag)",FALSE,TRUE,8/31/2026 15:57:27,886,877,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (East)",left,"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (West)",FALSE,TRUE,8/31/2026 0:18:28,886,885,TRUE,dash,ride,,,,,,,,,,,,,,Ride connection is by going up and going all the way around (this doesn't set a checkpoint in lor1307 and doesn't need dash)
"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (West)",left,"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (East)",FALSE,FALSE,8/31/2026 0:06:54,887,886,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (West)",down,"SlimeCorp Excavation Site (X-3, Y+7) - lor712",TRUE,FALSE,8/31/2026 0:06:54,887,901,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (East)",left,"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (West)",TRUE,TRUE,8/31/2026 0:05:37,888,887,TRUE,dash,ufo,,,,,,,,,,,,,,Ride is difficult to do directly but it can be done easily via east gap in room to the next and backtracking
"SlimeCorp Excavation Site (X-2, Y+6) - lor701 (West)",left,"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (East)",TRUE,FALSE,8/30/2026 23:57:14,889,888,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+6) - lor701 (East)",left,"SlimeCorp Excavation Site (X-2, Y+6) - lor701 (West)",TRUE,TRUE,8/30/2026 23:58:09,890,889,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (South)",right,"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (East)",FALSE,TRUE,8/30/2026 21:24:58,891,893,TRUE,Key South 1,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (West)",left,"SlimeCorp Excavation Site (X-2, Y+6) - lor701 (East)",TRUE,FALSE,8/30/2026 21:24:09,892,890,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (East)",right,"SlimeCorp Excavation Site (X+0, Y+6) - lor1079 (Main)",TRUE,FALSE,8/31/2026 16:23:58,893,894,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+6) - lor1079 (Main)",up,"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (West)",TRUE,FALSE,8/31/2026 16:24:29,894,879,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+6) - lor768",right,"SlimeCorp Excavation Site (X+3, Y+6) - lor854",FALSE,TRUE,8/31/2026 16:32:41,896,897,TRUE,dash,ufo,ride,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+6) - lor854",up,"SlimeCorp Excavation Site (X+3, Y+5) - lor856",FALSE,TRUE,8/31/2026 16:33:53,897,883,TRUE,dash,ufo,ride,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+6) - lor854",right,"SlimeCorp Excavation Site (X+4, Y+6) - lor1086",FALSE,TRUE,8/31/2026 16:34:19,897,898,TRUE,dash,ufo,ride,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+6) - lor1086",down,"SlimeCorp Excavation Site (X+2, Y+7) - lor860",FALSE,TRUE,8/31/2026 16:45:10,898,907,TRUE,dash,ufo,ride,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y+6) - lor1320",up,"SlimeCorp Excavation Site (X+4, Y+4) - lor1321",TRUE,TRUE,8/31/2026 16:59:20,899,875,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+7) - lor712",left,"SlimeCorp Excavation Site (X-4, Y+7) - lor1309",FALSE,TRUE,8/31/2026 0:51:25,901,900,TRUE,ride,,,,,,,,,,,,,,,lor1309 isn't checkpointable for roomsanity
"SlimeCorp Excavation Site (X-3, Y+7) - lor712",right,"SlimeCorp Excavation Site (X-2, Y+7) - lor726 (Main)",TRUE,FALSE,8/31/2026 1:56:05,901,902,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+7) - lor726 (Main)",right,"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (West)",FALSE,FALSE,8/31/2026 15:47:27,902,904,TRUE,walk,dash,ufo,ss,ride,,,,,,,,,,,"Wall-Ride down on the west side, and ride back up on the east side"
"SlimeCorp Excavation Site (X-2, Y+7) - lor726 (Main)",down,"SlimeCorp Excavation Site (X-2, Y+8) - lor1311",TRUE,TRUE,8/31/2026 1:56:13,902,910,TRUE,walk,ride,ufo,ss,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (West)",left,"SlimeCorp Excavation Site (X-2, Y+7) - lor726 (Key)",FALSE,TRUE,8/31/2026 15:49:12,904,903,TRUE,walk,dash,ufo,ss,expert,moon,,,,,,,,,,"Rule is to bring the key from (X-2, Y+7) west to east side of the room, starting from the east side"
"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (West)",right,"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (East)",FALSE,TRUE,8/31/2026 15:51:14,904,905,TRUE,ufo,dash,ride,,,,,,,,,,,,,"Lever South 3 is only reachable from one side, so it's not necessary"
"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (East)",up,"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (South)",FALSE,FALSE,8/31/2026 17:00:59,905,891,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+7) - lor1284",up,"SlimeCorp Excavation Site (X+1, Y+4) - lor755",FALSE,TRUE,8/31/2026 16:54:21,906,871,TRUE,Lever South 5,,,,,,,,,,,,,,,Canva missing rule (lever)
"SlimeCorp Excavation Site (X+0, Y+7) - lor1284",up,"SlimeCorp Excavation Site (X+0, Y+6) - lor1079 (Main)",FALSE,TRUE,8/31/2026 16:54:36,906,894,TRUE,Lever South 5,,,,,,,,,,,,,,,Canva missing rule (lever)
"SlimeCorp Excavation Site (X+0, Y+7) - lor1284",down,"SlimeCorp Excavation Site (X+0, Y+8) - lor1089",FALSE,FALSE,8/31/2026 16:54:51,906,912,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+7) - lor860",left,"SlimeCorp Excavation Site (X+0, Y+7) - lor1284",FALSE,TRUE,8/31/2026 16:53:02,907,906,TRUE,dash,,,,,,,,,,,,,,,
